n_legs,legs,hit_prob,payout_mult,kernel_mult,payout_mult_eff,ev_mult,atlas_power_mult,pricing_engine,avg_p,avg_fragility,slip_key,pen_team,pen_family,pen_frag,pen_total,role_ctx_bonus,role_ctx_on_legs,role_ctx_on_share,score_adj,players,rank_hybrid,beam_selected,leg_1,leg_2,leg_3,leg_4,q_leg_count,q_players
4,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Brandon Miller UNDER REB 5.5 (STANDARD) [id:10655096] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.21781755498586186,10.0,1.0,10.0,2.1781755498586186,10.0,pp_kernel,0.6950649523969624,0.03421654625430541,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873] | Brandon Miller UNDER REB 5.5 (STANDARD) [id:10655096] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.0,0.0026666666666666666,0.0003421654625430541,0.0030088321292097205,0.0,0,0.0,0.34220872796640706,"['davion mitchell', 'brandon miller', 'tristan silva', 'evan mobley']",0.34521756009561677,1,Davion Mitchell OVER AST 3.5 (GOBLIN) [id:10643873],Brandon Miller UNDER REB 5.5 (STANDARD) [id:10655096],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0,
4,Jaylon Tyson OVER FG3M 0.5 (GOBLIN) [id:10645167] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.21855999596485154,10.0,1.0,10.0,2.185599959648515,10.0,pp_kernel,0.686477453030931,0.04672718374328277,Jaylon Tyson OVER FG3M 0.5 (GOBLIN) [id:10645167] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.0011111111111111111,0.0026666666666666666,0.0004672718374328277,0.004245049615210605,0.0,0,0.0,0.34214920013381106,"['jaylon tyson', 'jalen green', 'tristan silva', 'evan mobley']",0.34639424974902167,1,Jaylon Tyson OVER FG3M 0.5 (GOBLIN) [id:10645167],Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],Tristan Silva UNDER RA 6.5 (STANDARD) [id:10648747],Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0,
4,Royce O'Neale OVER PTS 5.5 (GOBLIN) [id:10652227] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jalen Green UNDER PR 26.5 (STANDARD) [id:10649340] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.19677288429624065,10.0,1.0,10.0,1.9677288429624065,10.0,pp_kernel,0.6780132399163874,0.023326534039377615,Royce O'Neale OVER PTS 5.5 (GOBLIN) [id:10652227] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Jalen Green UNDER PR 26.5 (STANDARD) [id:10649340] | Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0.0044444444444444444,0.0026666666666666666,0.00023326534039377615,0.007344376451504888,0.0,0,0.0,0.3045196283305453,"[""royce o'neale"", 'tristan silva', 'jalen green', 'jordan goodwin']",0.3118640047820502,1,Royce O'Neale OVER PTS 5.5 (GOBLIN) [id:10652227],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Jalen Green UNDER PR 26.5 (STANDARD) [id:10649340],Jordan Goodwin OVER REB 4.5 (DEMON) [id:10652489],0,
4,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.19151733044283728,10.0,1.0,10.0,1.9151733044283727,10.0,pp_kernel,0.6720693571422938,0.03972847338711473,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478] | Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118] | Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979] | Coby White OVER PRA 20.5 (DEMON) [id:10643856],0.0,0.0026666666666666666,0.0003972847338711473,0.003063951400537814,0.0,0,0.0,0.30047056185664056,"['collin gillespie', 'ayo dosunmu', 'tristan silva', 'coby white']",0.3035345132571784,1,Collin Gillespie OVER PR 11.5 (GOBLIN) [id:10652478],Ayo Dosunmu UNDER REB 3.5 (STANDARD) [id:10652118],Tristan Silva UNDER PTS 10.5 (STANDARD) [id:10645979],Coby White OVER PRA 20.5 (DEMON) [id:10643856],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Coby White OVER RA 6.5 (DEMON) [id:10645586],0.18504464245084312,10.0,1.0,10.0,1.8504464245084313,10.0,pp_kernel,0.6649239845810722,0.03189178092215356,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186] | Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740] | Coby White OVER RA 6.5 (DEMON) [id:10645586],0.0011111111111111111,0.006,0.00031891780922153564,0.007430028920332647,0.0,0,0.0,0.2858459652014094,"[""royce o'neale"", 'devin booker', 'tristan silva', 'coby white']",0.29327599412174205,1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Devin Booker UNDER PTS 27.5 (STANDARD) [id:10649186],Tristan Silva UNDER PA 12.5 (STANDARD) [id:10648740],Coby White OVER RA 6.5 (DEMON) [id:10645586],0,
4,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Coby White OVER RA 6.5 (DEMON) [id:10645586],0.17887593869885612,10.0,1.0,10.0,1.7887593869885612,10.0,pp_kernel,0.6571267130598741,0.04737728769173123,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127] | Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560] | Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151] | Coby White OVER RA 6.5 (DEMON) [id:10645586],0.0011111111111111111,0.0026666666666666666,0.00047377287691731233,0.00425155065469509,0.0,0,0.0,0.27924770688421346,"['collin gillespie', 'cameron payne', 'jordan goodwin', 'coby white']",0.28349925753890853,1,Collin Gillespie OVER FG3M 1.5 (GOBLIN) [id:10649127],Cameron Payne UNDER PTS 10 (STANDARD) [id:10647560],Jordan Goodwin OVER PTS 5.5 (STANDARD) [id:10652151],Coby White OVER RA 6.5 (DEMON) [id:10645586],0,
4,James Harden OVER AST 5.5 (GOBLIN) [id:10645143] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.1741404702572305,10.0,1.0,10.0,1.741404702572305,10.0,pp_kernel,0.6485700529992711,0.03316722026805964,James Harden OVER AST 5.5 (GOBLIN) [id:10645143] | Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.0011111111111111111,0.0026666666666666666,0.0003316722026805964,0.004109449980458374,0.0,0,0.0,0.2718845958622033,"['james harden', 'rudy gobert', 'jalen green', 'jordan goodwin']",0.2759940458426617,1,James Harden OVER AST 5.5 (GOBLIN) [id:10645143],Rudy Gobert UNDER PTS 12.5 (STANDARD) [id:10649544],Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0,
4,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Ayo Dosunmu UNDER PRA 24.5 (STANDARD) [id:10649103] | Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.16528104379524733,10.0,1.0,10.0,1.6528104379524733,10.0,pp_kernel,0.641953770790216,0.03608024278730973,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155] | Ayo Dosunmu UNDER PRA 24.5 (STANDARD) [id:10649103] | Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.0,0.006,0.0003608024278730973,0.006360802427873098,0.0,0,0.0,0.25559199872608157,"[""royce o'neale"", 'ayo dosunmu', 'nique clifford', 'evan mobley']",0.2619528011539547,1,Royce O'Neale OVER PTS 4.5 (GOBLIN) [id:10652155],Ayo Dosunmu UNDER PRA 24.5 (STANDARD) [id:10649103],Nique Clifford UNDER PTS 11.5 (STANDARD) [id:10651075],Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0,
4,Evan Mobley OVER AST 1.5 (GOBLIN) [id:10646752] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.155487547128891,10.0,1.0,10.0,1.5548754712889101,10.0,pp_kernel,0.6305136455906424,0.07224585432593432,Evan Mobley OVER AST 1.5 (GOBLIN) [id:10646752] | James Harden OVER PTS 19.5 (STANDARD) [id:10645153] | Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136] | Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0.0011111111111111111,0.0013333333333333333,0.0007224585432593433,0.0031669029877037878,0.0,0,0.0,0.24326425196935217,"['evan mobley', 'james harden', 'ryan kalkbrenner', 'jordan goodwin']",0.24643115495705595,1,Evan Mobley OVER AST 1.5 (GOBLIN) [id:10646752],James Harden OVER PTS 19.5 (STANDARD) [id:10645153],Ryan Kalkbrenner OVER REB 4.5 (STANDARD) [id:10644136],Jordan Goodwin OVER REB 3.5 (DEMON) [id:10652152],0,
4,Royce O'Neale OVER FG3M 1.5 (GOBLIN) [id:10649494] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Devin Booker UNDER PR 31.5 (STANDARD) [id:10649192] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.15315787256196509,10.0,1.0,10.0,1.531578725619651,10.0,pp_kernel,0.6279105490038199,0.03705923612776623,Royce O'Neale OVER FG3M 1.5 (GOBLIN) [id:10649494] | Jalen Green UNDER PTS 22 (STANDARD) [id:10649334] | Devin Booker UNDER PR 31.5 (STANDARD) [id:10649192] | Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0.0044444444444444444,0.0026666666666666666,0.0003705923612776623,0.007481703472388774,0.0,0,0.0,0.23525716612289646,"[""royce o'neale"", 'jalen green', 'devin booker', 'evan mobley']",0.24273886959528523,1,Royce O'Neale OVER FG3M 1.5 (GOBLIN) [id:10649494],Jalen Green UNDER PTS 22 (STANDARD) [id:10649334],Devin Booker UNDER PR 31.5 (STANDARD) [id:10649192],Evan Mobley OVER AST 2.5 (DEMON) [id:10645103],0,
